,Element,Wavelength,n,k,Source
661,Ag3,1.3,0.112669175,9.60555539,
662,Ag3,1.31,0.115274563,9.681233817,
663,Ag3,1.32,0.110070769,9.760538693,
664,Ag3,1.33,0.113725572,9.83991532,
665,Ag3,1.34,0.110796441,9.919993743,
666,Ag3,1.35,0.115127087,9.983749508,
667,Ag3,1.36,0.121692797,10.07495951,
668,Ag3,1.37,0.120000737,10.1436877,
669,Ag3,1.38,0.127761842,10.21157789,
670,Ag3,1.39,0.127391401,10.30564062,
671,Ag3,1.4,0.129567338,10.37144097,
672,Ag3,1.41,0.129532614,10.45450997,
673,Ag3,1.42,0.139425972,10.54179489,
674,Ag3,1.43,0.136689082,10.61313733,
675,Ag3,1.44,0.1337676,10.69616257,
676,Ag3,1.45,0.13753433,10.76749347,
677,Ag3,1.46,0.136002449,10.84612819,
678,Ag3,1.47,0.140018996,10.9453006,
679,Ag3,1.48,0.145683795,10.99641868,
680,Ag3,1.49,0.143029825,11.08649889,
681,Ag3,1.5,0.140671824,11.16108366,
682,Ag3,1.51,0.146851335,11.21746697,
683,Ag3,1.52,0.145574468,11.30314965,
684,Ag3,1.53,0.151117653,11.41064575,
685,Ag3,1.54,0.159989508,11.45450115,
686,Ag3,1.55,0.156488871,11.56695676,
687,Ag3,1.56,0.163061728,11.59683531,
688,Ag3,1.57,0.146280234,11.70390524,
689,Ag3,1.58,0.160846655,11.76120196,
690,Ag3,1.59,0.160289135,11.85857043,
691,Ag3,1.6,0.179696729,11.89337172,
692,Ag3,1.61,0.177528577,12.00172973,
693,Ag3,1.62,0.17444857,12.10786655,
694,Ag3,1.63,0.180256871,12.14794191,
695,Ag3,1.64,0.185834026,12.23538043,
696,Ag3,1.65,0.18452807,12.29243876,
697,Ag3,1.66,0.196882981,12.38502172,
698,Ag3,1.67,0.175222972,12.45755606,
699,Ag3,1.68,0.194315172,12.56772686,
700,Ag3,1.69,0.20553684,12.63496123,
701,Ag3,1.7,0.198531592,12.70351978,
702,Al,0.00012399,0.9999946,8.241e-08,
703,Al,0.00013051,0.999994,1.272e-07,
704,Al,0.00013776,0.999993,1.2488e-07,
705,Al,0.00015498,0.999991,1.9173e-07,
706,Al,0.00017712,0.999989,3.1463e-07,
707,Al,0.00020664,0.999984,5.5102e-07,
708,Al,0.00024797,0.99998,1.0726e-06,
709,Al,0.00030996,0.99997,2.4843e-06,
710,Al,0.00035424,0.99995,4.0484e-06,
711,Al,0.00041328,0.99994,7.1408e-06,
712,Al,0.00049594,0.99991,1.3642e-05,
713,Al,0.00061993,0.99987,3.2079e-05,
714,Al,0.00065255,0.99986,3.8497e-05,
715,Al,0.00068881,0.99985,4.7138e-05,
716,Al,0.00072932,0.99984,5.7974e-05,
717,Al,0.00074021,0.99984,6.1633e-05,
718,Al,0.00077734,0.99986,7.4862e-05,
719,Al,0.00078472,0.99987,7.848e-05,
720,Al,0.00079274,0.9999,8.5418e-05,
721,Al,0.00079376,0.99992,7.1847e-05,
722,Al,0.00079478,0.99993,4.9998e-05,
723,Al,0.00079529,0.99992,4.1131e-05,
724,Al,0.0007958,0.99992,3.2911e-05,
725,Al,0.00079785,0.99991,2.3687e-05,
726,Al,0.00079887,0.99991,1.1026e-05,
727,Al,0.0007999,0.99989,6.0484e-06,
728,Al,0.0008051,0.99987,6.1901e-06,
729,Al,0.00081569,0.99985,6.4818e-06,
730,Al,0.00082657,0.99983,6.8049e-06,
731,Al,0.00085507,0.99981,7.8422e-06,
732,Al,0.00088561,0.99979,8.94e-06,
733,Al,0.00095373,0.99974,1.1636e-05,
734,Al,0.0010332,0.99968,1.5628e-05,
735,Al,0.0011271,0.99961,2.1586e-05,
736,Al,0.0012399,0.99953,3.1115e-05,
737,Al,0.0013776,0.9994,4.6771e-05,
738,Al,0.0015498,0.99924,7.2992e-05,
739,Al,0.0017712,0.99898,0.00011811,
740,Al,0.0020664,0.9986,0.00022001,
741,Al,0.0024797,0.99797,0.00043503,
742,Al,0.0030996,0.99694,0.00096887,
743,Al,0.0041328,0.9948,0.0023492,
744,Al,0.0049594,0.99313,0.0041863,
745,Al,0.0061993,0.99111,0.0075099,
746,Al,0.0065255,0.99054,0.0084716,
747,Al,0.0068881,0.99007,0.0096517,
748,Al,0.0072932,0.98909,0.010987,
749,Al,0.0077491,0.98912,0.013728,
750,Al,0.0082657,0.98966,0.014773,
751,Al,0.0085507,0.98934,0.015437,
752,Al,0.0088561,0.98883,0.016304,
753,Al,0.0091841,0.98793,0.017765,
754,Al,0.0095373,0.98761,0.020606,
755,Al,0.0099188,0.98941,0.023421,
756,Al,0.010332,0.99139,0.024063,
757,Al,0.010781,0.99233,0.024928,
758,Al,0.011271,0.99415,0.025452,
759,Al,0.011808,0.99285,0.024415,
760,Al,0.012399,0.99123,0.02992,
761,Al,0.012652,0.99265,0.033061,
762,Al,0.012915,0.99652,0.035883,
763,Al,0.01319,1.0012,0.035311,
764,Al,0.013477,1.0041,0.033392,
765,Al,0.013776,1.0058,0.030918,
766,Al,0.014089,1.006,0.028956,
767,Al,0.014417,1.0065,0.028232,
768,Al,0.01476,1.0074,0.026826,
769,Al,0.01512,1.0077,0.02546,
770,Al,0.015498,1.0075,0.024476,
771,Al,0.015694,1.0075,0.024501,
772,Al,0.015896,1.0078,0.024757,
773,Al,0.016102,1.0095,0.02518,
774,Al,0.016314,1.0106,0.023853,
775,Al,0.016422,1.011,0.023955,
776,Al,0.016531,1.0118,0.02402,
777,Al,0.016642,1.0132,0.024343,
778,Al,0.016755,1.0151,0.024184,
779,Al,0.016777,1.0156,0.024228,
780,Al,0.0168,1.0161,0.024282,
781,Al,0.016823,1.0167,0.024375,
782,Al,0.016846,1.0173,0.024499,
783,Al,0.016869,1.0181,0.024831,
784,Al,0.016892,1.0194,0.025432,
785,Al,0.016915,1.0219,0.026018,
786,Al,0.016938,1.0259,0.024227,
787,Al,0.016961,1.0262,0.019564,
788,Al,0.016984,1.0246,0.019145,
789,Al,0.017008,1.0255,0.020012,
790,Al,0.017031,1.0305,0.020072,
791,Al,0.017054,1.0349,0.012476,
792,Al,0.017078,1.0305,0.0041164,
793,Al,0.017101,1.0249,0.0036218,
794,Al,0.017125,1.0226,0.0034141,
795,Al,0.017149,1.0206,0.00344,
796,Al,0.017172,1.0192,0.0034767,
797,Al,0.017196,1.0179,0.0034877,
798,Al,0.017208,1.0174,0.0035108,
799,Al,0.01722,1.0169,0.0035249,
800,Al,0.017463,1.0108,0.0034957,
801,Al,0.017712,1.007,0.0035425,
802,Al,0.018233,1.0019,0.003673,
803,Al,0.018786,0.99791,0.0038926,
804,Al,0.019373,0.99457,0.0041092,
805,Al,0.019998,0.99143,0.0042397,
806,Al,0.020664,0.98827,0.0043696,
807,Al,0.022543,0.97998,0.0050004,
808,Al,0.024797,0.97048,0.0057469,
809,Al,0.027552,0.95834,0.0066191,
810,Al,0.030996,0.94189,0.0078466,
811,Al,0.035424,0.91802,0.0093121,
812,Al,0.041328,0.88013,0.011651,
813,Al,0.049594,0.81512,0.015894,
814,Al,0.061993,0.67912,0.02234,
815,Al,0.065255,0.63242,0.02477,
816,Al,0.068881,0.57251,0.027681,
817,Al,0.072932,0.49131,0.032409,
818,Al,0.077491,0.37197,0.044202,
819,Al,0.078472,0.34031,0.04832,
820,Al,0.079478,0.30373,0.053349,
821,Al,0.07999,0.28271,0.056697,
822,Al,0.08051,0.25936,0.061407,
823,Al,0.081036,0.23344,0.068348,
824,Al,0.081569,0.20569,0.079959,
825,Al,0.082109,0.17943,0.094223,
826,Al,0.082657,0.15065,0.11041,
827,Al,0.083774,0.094517,0.16589,
828,Al,0.084921,0.067041,0.2342,
829,Al,0.086101,0.054863,0.29293,
830,Al,0.088561,0.044168,0.39115,
831,Al,0.095373,0.036437,0.59086,
832,Al,0.10332,0.035753,0.77163,
833,Al,0.11271,0.038468,0.95677,
834,Al,0.12399,0.046304,1.1555,
835,Al,0.13776,0.057167,1.3775,
836,Al,0.15498,0.072505,1.6366,
837,Al,0.17712,0.094236,1.9519,
838,Al,0.20664,0.12677,2.3563,
839,Al,0.24797,0.18137,2.9029,
840,Al,0.30996,0.28003,3.7081,
841,Al,0.32628,0.31474,3.9165,
842,Al,0.36466,0.39877,4.3957,
843,Al,0.41328,0.52135,5.0008,
844,Al,0.4428,0.6079,5.3676,
845,Al,0.47687,0.7278,5.7781,
846,Al,0.5166,0.8734,6.2418,
847,Al,0.56357,1.0728,6.7839,
848,Al,0.61993,1.366,7.4052,
849,Al,0.65225,1.5724,7.7354,
850,Al,0.68881,1.8301,8.0601,
851,Al,0.72932,2.1606,8.3565,
852,Al,0.77491,2.6154,8.4914,
853,Al,0.79478,2.7675,8.3866,
854,Al,0.81569,2.7668,8.2573,
855,Al,0.83774,2.6945,8.1878,
856,Al,0.88561,2.2802,8.1134,
857,Al,0.91166,1.9739,8.3058,
858,Al,0.93928,1.6784,8.597,
859,Al,0.96863,1.4867,9.0655,
860,Al,0.99988,1.4359,9.4939,
861,Al,1.0332,1.3998,9.8914,
862,Al,1.1271,1.3281,10.969,
863,Al,1.2399,1.3157,12.245,
864,Al,1.3776,1.3899,13.784,
865,Al,1.5498,1.5782,15.656,
866,Al,1.7712,1.9205,17.991,
867,Al,2.0664,2.4738,20.982,
868,Al,2.4797,3.3372,25.004,
869,Al,2.7552,3.938,27.58,
870,Al,3.0996,4.7097,30.737,
871,Al,3.2628,5.0735,32.183,
872,Al,3.444,5.4903,33.814,
873,Al,3.6466,5.9564,35.608,
874,Al,3.8745,6.4808,37.595,
875,Al,4.1328,7.0796,39.826,
876,Al,4.428,7.7757,42.367,
877,Al,4.7687,8.5881,45.257,
878,Al,5.166,9.558,48.593,
879,Al,5.6357,10.742,52.518,
880,Al,6.1993,12.195,57.156,
881,Al,6.8881,14.088,62.841,
882,Al,7.7491,16.755,69.857,
883,Al,8.8561,20.837,78.274,
884,Al,10.332,26.216,88.197,
885,Al,12.399,33.519,101.28,
886,Al,13.776,38.461,108.96,
887,Al,15.498,43.775,118.39,
888,Al,17.712,50.951,129.49,
889,Al,19.075,54.413,136.09,
890,Al,20.664,58.58,144.23,
891,Al,22.543,63.554,153.45,
892,Al,24.797,68.535,164.81,
893,Al,27.552,75.748,181.78,
894,Al,30.996,91.955,199.99,
895,Al,33.333,102.1,208.1,
896,Al,44.444,140.05,243.43,
897,Al,57.144,177.93,275.34,
898,Al,66.666,202.63,295.42,
899,Al,80.001,233.56,321.08,
900,Al,99.996,274.38,354.35,
901,Al,137.76,339.62,408.92,
902,Al,153.85,364.04,429.62,
903,Al,177.12,397.93,458.5,
904,Au,0.1879,1.28,1.188,
905,Au,0.1916,1.32,1.203,
906,Au,0.1953,1.34,1.226,
907,Au,0.1993,1.33,1.251,
908,Au,0.2033,1.33,1.277,
909,Au,0.2073,1.3,1.304,
910,Au,0.2119,1.3,1.35,
911,Au,0.2164,1.3,1.387,
912,Au,0.2214,1.3,1.427,
913,Au,0.2262,1.31,1.46,
914,Au,0.2313,1.3,1.497,
915,Au,0.2371,1.32,1.536,
916,Au,0.2426,1.32,1.577,
917,Au,0.249,1.33,1.631,
918,Au,0.2551,1.33,1.688,
919,Au,0.2616,1.35,1.749,
920,Au,0.2689,1.38,1.803,
921,Au,0.2761,1.43,1.847,
922,Au,0.2844,1.47,1.869,
923,Au,0.2924,1.49,1.878,
924,Au,0.3009,1.53,1.889,
925,Au,0.3107,1.53,1.893,
926,Au,0.3204,1.54,1.898,
927,Au,0.3315,1.48,1.883,
928,Au,0.3425,1.48,1.871,
929,Au,0.3542,1.5,1.866,
930,Au,0.3679,1.48,1.895,
931,Au,0.3815,1.46,1.933,
932,Au,0.3974,1.47,1.952,
933,Au,0.4133,1.46,1.958,
934,Au,0.4305,1.45,1.948,
935,Au,0.4509,1.38,1.914,
936,Au,0.4714,1.31,1.849,
937,Au,0.4959,1.04,1.833,
938,Au,0.5209,0.62,2.081,
939,Au,0.5486,0.43,2.455,
940,Au,0.5821,0.29,2.863,
941,Au,0.6168,0.21,3.272,
942,Au,0.6595,0.14,3.697,
943,Au,0.7045,0.13,4.103,
944,Au,0.756,0.14,4.542,
945,Au,0.8211,0.16,5.083,
946,Au,0.892,0.17,5.663,
947,Au,0.984,0.22,6.35,
948,Au,1.088,0.27,7.15,
949,Au,1.216,0.35,8.145,
950,Au,1.393,0.43,9.519,
951,Au,1.61,0.56,11.21,
952,Au,1.937,0.92,13.78,
953,Au2,0.2066,1.243,1.151,
954,Au2,0.2101,1.235,1.182,
955,Au2,0.2138,1.231,1.21,
956,Au2,0.2175,1.225,1.245,
957,Au2,0.2214,1.227,1.279,
958,Au2,0.2254,1.228,1.311,
959,Au2,0.2296,1.226,1.346,
960,Au2,0.2339,1.228,1.381,
961,Au2,0.2384,1.23,1.415,
962,Au2,0.2431,1.231,1.458,
963,Au2,0.248,1.235,1.502,
964,Au2,0.253,1.248,1.555,
965,Au2,0.2583,1.266,1.607,
966,Au2,0.2638,1.291,1.657,
967,Au2,0.2695,1.321,1.71,
968,Au2,0.2755,1.374,1.757,
969,Au2,0.2818,1.427,1.78,
970,Au2,0.2883,1.473,1.792,
971,Au2,0.2952,1.504,1.798,
972,Au2,0.3024,1.536,1.813,
973,Au2,0.31,1.571,1.83,
974,Au2,0.3179,1.615,1.83,
975,Au2,0.3263,1.655,1.816,
976,Au2,0.3351,1.668,1.778,
977,Au2,0.3444,1.642,1.751,
978,Au2,0.3542,1.61,1.755,
979,Au2,0.3647,1.59,1.78,
980,Au2,0.3757,1.576,1.801,
981,Au2,0.3875,1.568,1.824,
982,Au2,0.3999,1.569,1.839,
983,Au2,0.4133,1.559,1.825,
984,Au2,0.4275,1.53,1.811,
985,Au2,0.4428,1.486,1.797,
986,Au2,0.4592,1.457,1.736,
987,Au2,0.4769,1.266,1.56,
988,Au2,0.4959,0.8564,1.629,
989,Au2,0.5166,0.502,1.853,
990,Au2,0.5391,0.329,2.249,
991,Au2,0.5636,0.2452,2.569,
992,Au2,0.5904,0.1823,2.88,
993,Au2,0.6199,0.1357,3.204,
994,Au2,0.6525,0.1091,3.529,
995,Au2,0.6888,0.08524,3.871,
996,Au2,0.7293,0.07661,4.242,
997,Au2,0.7749,0.07883,4.63,
998,Au2,0.8266,0.08019,5.05,
999,Au2,0.8856,0.087,5.517,
1000,Au2,0.9537,0.0944,6.038,
1001,Au2,1.033,0.1018,6.633,
1002,Au2,1.127,0.1098,7.332,
1003,Au2,1.24,0.1351,8.142,
1004,Au2,1.305,0.1324,8.613,
1005,Au2,1.378,0.1488,9.141,
1006,Au2,1.459,0.1677,9.72,
1007,Au2,1.55,0.1898,10.35,
1008,Au2,1.653,0.1864,11.08,
1009,Au2,1.771,0.2159,11.93,
1010,Au2,1.907,0.2514,12.89,
1011,Au2,2.254,0.3542,15.3,
1012,Au2,2.48,0.4296,16.86,
1013,Au2,2.755,0.5293,18.72,
1014,Au2,3.1,0.5591,21.09,
1015,Au2,3.542,0.7358,24.2,
1016,Au2,4.133,1.004,28.27,
1017,Au2,4.959,1.448,33.95,
1018,Au2,6.199,2.264,42.43,
1019,Au2,8.266,4.018,56.47,
1020,Au2,12.4,8.964,84.09,
1021,BGG,0.4,1.7887853082695,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1022,BGG,0.446,1.774372864981,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1023,BGG,0.492,1.764380363374,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1024,BGG,0.538,1.7571196724133,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1025,BGG,0.584,1.751649781434,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1026,BGG,0.63,1.7474075482562,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1027,BGG,0.676,1.7440371178796,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1028,BGG,0.722,1.7413036918263,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1029,BGG,0.768,1.7390467860354,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1030,BGG,0.814,1.7371534376935,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1031,BGG,0.86,1.7355421261321,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1032,BGG,0.906,1.7341527455647,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1033,BGG,0.952,1.7329401440458,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1034,BGG,0.998,1.7318698412161,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1035,BGG,1.044,1.7309151193862,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1036,BGG,1.09,1.730055004205,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1037,BGG,1.136,1.7292728355954,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1038,BGG,1.182,1.7285552388269,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1039,BGG,1.228,1.7278913720877,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1040,BGG,1.274,1.7272723684575,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1041,BGG,1.32,1.7266909167148,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1042,BGG,1.366,1.7261409427253,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1043,BGG,1.412,1.7256173646558,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1044,BGG,1.458,1.725115903031,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1045,BGG,1.504,1.7246329319848,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1046,BGG,1.55,1.7241653617756,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1047,BGG,1.596,1.7237105452544,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1048,BGG,1.642,1.7232662028483,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1049,BGG,1.688,1.7228303619766,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1050,BGG,1.734,1.7224013078018,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1051,BGG,1.78,1.7219775429518,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1052,BGG,1.826,1.721557754387,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1053,BGG,1.872,1.7211407859971,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1054,BGG,1.918,1.7207256158204,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1055,BGG,1.964,1.7203113370128,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1056,BGG,2.01,1.7198971418766,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1057,BGG,2.056,1.7194823083975,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1058,BGG,2.102,1.719066188849,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1059,BGG,2.148,1.7186482001078,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1060,BGG,2.194,1.7182278153922,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1061,BGG,2.24,1.7178045571894,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1062,BGG,2.286,1.717377991178,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1063,BGG,2.332,1.7169477209902,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1064,BGG,2.378,1.7165133836812,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1065,BGG,2.424,1.7160746458002,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1066,BGG,2.47,1.7156311999711,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1067,BGG,2.516,1.7151827619101,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1068,BGG,2.562,1.7147290678156,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1069,BGG,2.608,1.7142698720786,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1070,BGG,2.654,1.7138049452693,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1071,BGG,2.7,1.7133340723613,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1072,BGG,2.746,1.7128570511621,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1073,BGG,2.792,1.7123736909226,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1074,BGG,2.838,1.711883811102,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1075,BGG,2.884,1.711387240268,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1076,BGG,2.93,1.7108838151169,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1077,BGG,2.976,1.7103733795957,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1078,BGG,3.022,1.7098557841168,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1079,BGG,3.068,1.7093308848522,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1080,BGG,3.114,1.7087985430982,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1081,BGG,3.16,1.7082586247032,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1082,BGG,3.206,1.707710999549,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1083,BGG,3.252,1.7071555410831,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1084,BGG,3.298,1.7065921258923,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1085,BGG,3.344,1.706020633316,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1086,BGG,3.39,1.7054409450929,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1087,BGG,3.436,1.7048529450392,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1088,BGG,3.482,1.7042565187528,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1089,BGG,3.528,1.7036515533428,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1090,BGG,3.574,1.7030379371798,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1091,BGG,3.62,1.7024155596668,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1092,BGG,3.666,1.7017843110261,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1093,BGG,3.712,1.701144082103,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1094,BGG,3.758,1.7004947641829,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1095,BGG,3.804,1.6998362488209,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1096,BGG,3.85,1.6991684276832,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1097,BGG,3.896,1.6984911923979,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1098,BGG,3.942,1.6978044344156,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1099,BGG,3.988,1.6971080448778,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1100,BGG,4.034,1.6964019144926,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1101,BGG,4.08,1.6956859334169,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1102,BGG,4.126,1.6949599911453,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1103,BGG,4.172,1.6942239764029,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1104,BGG,4.218,1.6934777770443,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1105,BGG,4.264,1.6927212799556,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1106,BGG,4.31,1.6919543709609,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1107,BGG,4.356,1.691176934732,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1108,BGG,4.402,1.6903888547008,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1109,BGG,4.448,1.6895900129745,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1110,BGG,4.494,1.6887802902532,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1111,BGG,4.54,1.6879595657491,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1112,BGG,4.586,1.6871277171079,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1113,BGG,4.632,1.686284620331,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1114,BGG,4.678,1.6854301496995,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1115,BGG,4.724,1.6845641776992,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1116,BGG,4.77,1.6836865749456,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1117,BGG,4.816,1.6827972101105,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1118,BGG,4.862,1.6818959498483,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1119,BGG,4.908,1.6809826587229,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1120,BGG,4.954,1.6800571991347,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1121,BGG,5.0,1.6791194312472,0.0,Zelmon et al. 2002: n 0.4–5.0 µm
1122,BK7,0.29,1.5558561870629,0.0,
1123,BK7,0.3111,1.548495020957,0.0,
1124,BK7,0.3322,1.5426830976732,0.0,
1125,BK7,0.3533,1.5380029355441,0.0,
1126,BK7,0.3744,1.5341703781296,0.0,
1127,BK7,0.3955,1.530986071967,0.0,
1128,BK7,0.4166,1.5283065225149,0.0,
1129,BK7,0.4377,1.5260261389031,0.0,
1130,BK7,0.4588,1.5240657173123,0.0,
1131,BK7,0.4799,1.5223648380199,0.0,
1132,BK7,0.501,1.520876718153,0.0,
1133,BK7,0.5221,1.5195646487661,0.0,
1134,BK7,0.5432,1.5183994794683,0.0,
1135,BK7,0.5643,1.5173578109887,0.0,
1136,BK7,0.5854,1.516420675631,0.0,
1137,BK7,0.6065,1.5155725599572,0.0,
1138,BK7,0.6276,1.5148006714031,0.0,
1139,BK7,0.6487,1.514094381315,0.0,
1140,BK7,0.6698,1.5134447972978,0.0,
1141,BK7,0.6909,1.5128444315128,0.0,
1142,BK7,0.712,1.5122869409802,0.0,
1143,BK7,0.7331,1.5117669224866,0.0,
1144,BK7,0.7542,1.5112797493036,0.0,
1145,BK7,0.7753,1.5108214402145,0.0,
1146,BK7,0.7964,1.5103885537153,0.0,
1147,BK7,0.8175,1.5099781019869,0.0,
1148,BK7,0.8386,1.5095874805111,0.0,
1149,BK7,0.8597,1.5092144101495,0.0,
1150,BK7,0.8808,1.5088568892172,0.0,
1151,BK7,0.9019,1.5085131536204,0.0,
1152,BK7,0.923,1.5081816435401,0.0,
1153,BK7,0.9441,1.5078609754556,0.0,
1154,BK7,0.9652,1.5075499185503,0.0,
1155,BK7,0.9863,1.5072473747293,0.0,
1156,BK7,1.007,1.5069578898228,0.0,
1157,BK7,1.029,1.5066572388624,0.0,
1158,BK7,1.05,1.5063761881044,0.0,
1159,BK7,1.071,1.5061002189976,0.0,
1160,BK7,1.092,1.5058286964679,0.0,
1161,BK7,1.113,1.5055610451467,0.0,
1162,BK7,1.134,1.5052967426338,0.0,
1163,BK7,1.155,1.5050353136295,0.0,
1164,BK7,1.176,1.5047763248114,0.0,
1165,BK7,1.197,1.5045193803493,0.0,
1166,BK7,1.218,1.5042641179675,0.0,
1167,BK7,1.24,1.5039981427831,0.0,
1168,BK7,1.261,1.5037453176044,0.0,
1169,BK7,1.282,1.5034932435483,0.0,
1170,BK7,1.303,1.5032416627313,0.0,
1171,BK7,1.324,1.5029903369927,0.0,
1172,BK7,1.345,1.5027390460156,0.0,
1173,BK7,1.366,1.5024875856521,0.0,
1174,BK7,1.387,1.502235766427,0.0,
1175,BK7,1.408,1.5019834121998,0.0,
1176,BK7,1.429,1.5017303589643,0.0,
1177,BK7,1.451,1.5014643393272,0.0,
1178,BK7,1.472,1.5012093885424,0.0,
1179,BK7,1.493,1.5009533031483,0.0,
1180,BK7,1.514,1.5006959583112,0.0,
1181,BK7,1.535,1.5004372368817,0.0,
1182,BK7,1.556,1.5001770287537,0.0,
1183,BK7,1.577,1.4999152302828,0.0,
